,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,code,y,x
805,202101,경의선,행신,3,1,2463,624,9442,3118,30556,3946,26239,7861,10834,5029,7256,3622,7375,4413,7376,4875,6534,5908,5771,5892,5480,6399,7051,9340,9080,12666,7678,29612,4153,24694,4528,11231,4061,12784,2457,6611,751,2229,40,676,0,0,0,0,0,0,1270.0,37.612102,126.834146
806,202001,경의선,행신,0,0,3167,1129,11133,5417,38322,4907,33047,9699,15560,7026,11076,4730,12661,6615,12067,7561,10159,9313,8872,8586,8607,9740,12200,12666,13470,17413,11670,31536,7104,31081,6757,14434,5402,14269,5433,12761,2534,8682,510,3148,0,10,0,0,0,0,1270.0,37.612102,126.834146
807,202201,경의선,홍대입구,1,0,168,73,520,463,1258,1471,1652,5588,1050,3870,1018,3103,1099,3117,1504,4328,1748,4379,2214,4481,2718,3986,3303,4481,5046,4014,5862,4676,3963,2836,4889,1387,6925,2113,2966,1137,630,512,12,79,0,0,0,0,0,0,1264.0,37.557192,126.925381
808,202101,경의선,홍대입구,3,0,118,43,448,442,1050,1775,1197,4844,864,2989,796,2076,884,2106,1073,2454,1312,2525,1567,2482,1728,2265,2286,2751,3295,2176,4519,2921,2863,2098,3193,992,5465,1330,1212,667,422,394,3,44,0,0,0,0,0,0,1264.0,37.557192,126.925381
809,202001,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264.0,37.557192,126.925381
810,202001,경의선,홍대입구,8,0,461,103,927,675,1304,1730,1913,5864,1453,4782,1335,3372,1511,3972,1923,5807,2363,5262,2705,5343,3059,5086,3895,5136,5137,5706,6667,7314,5444,5318,4902,3217,5919,2685,7069,1969,3212,1580,212,360,0,3,0,0,0,0,1264.0,37.557192,126.925381
811,202201,경의선,화전,0,0,412,173,1292,928,3078,1635,3289,4034,2183,2462,1574,1686,1766,1634,2142,1594,2063,1822,2085,1540,2288,1821,3621,1779,3717,2141,2801,2666,1473,2404,909,1502,960,2009,498,1316,173,453,15,135,0,0,0,0,0,0,1268.0,37.602888,126.868387
812,202101,경의선,화전,0,0,422,174,943,634,2775,1577,2862,3680,1691,2241,1215,1440,1855,1206,1406,1371,1604,1923,1625,1550,1641,1326,2730,1451,3286,1749,2538,2222,1727,2195,949,1280,745,1515,411,833,221,328,17,118,1,1,0,0,0,0,1268.0,37.602888,126.868387
813,202001,경의선,화전,0,0,460,245,1122,944,3184,1954,5184,4336,3294,4407,2273,2325,2630,2079,2976,2277,2833,2681,3038,2140,3106,2204,4124,2317,4782,2396,4806,2950,2156,3529,1622,2536,1101,2061,814,1820,565,1748,53,780,0,1,0,0,0,0,1268.0,37.602888,126.868387
814,202201,경의선,효창공원앞,5,0,584,146,1588,1619,3740,3839,6277,14713,4008,9256,2641,3136,2761,2955,3262,3008,3196,3004,3098,3212,3581,3292,4398,3902,6267,4653,12195,6830,4591,5365,3120,3668,3657,5398,1299,2457,410,1223,1,99,0,0,0,0,0,0,1261.0,37.539261,126.961351
815,202101,경의선,효창공원앞,1,0,393,131,1493,1531,3703,4120,5067,12869,3401,8848,2344,2886,2114,2421,2516,2485,2593,2455,2668,2542,2746,2713,3783,2995,5360,3924,11359,5929,5137,4931,2957,3282,2500,4346,1013,1913,459,874,2,72,0,0,0,0,0,0,1261.0,37.539261,126.961351
816,202001,경의선,효창공원앞,3,0,548,216,1601,1689,4189,3758,6494,14951,4311,9211,3126,4004,3339,3312,3383,3240,3737,3394,3763,3371,3908,3636,4654,4160,6328,4446,12913,7392,6161,5938,3799,4109,3018,3749,2296,3818,1119,2737,121,613,0,2,0,0,0,0,1261.0,37.539261,126.961351
817,202201,경춘선,가평,0,0,444,91,1034,738,1923,1595,2659,3671,2226,2006,3135,1776,5245,2791,3228,2839,2598,3416,2644,3664,2540,3516,3052,2453,3304,2973,3241,2357,1245,2588,1136,1707,1226,1495,353,1115,143,793,1,54,0,0,0,0,0,0,1323.0,37.814536,127.510739
818,202101,경춘선,가평,0,0,427,100,982,555,1647,1268,2301,3137,1776,1543,1963,1228,2871,1704,2037,1790,1671,2148,1914,2340,1786,2401,2083,1636,2470,2117,2591,1931,979,1878,839,1079,785,1046,216,740,125,378,10,80,0,0,0,0,0,0,1323.0,37.814536,127.510739
819,202001,경춘선,가평,0,0,568,123,1462,672,2261,1854,3686,4496,3141,2989,3875,3315,5767,4198,3756,5973,3397,4225,3872,4830,4379,4559,4418,2997,5184,3607,5108,3756,1853,3148,1573,2071,1110,1705,709,1408,344,1108,26,414,0,0,0,0,0,0,1323.0,37.814536,127.510739
820,202201,경춘선,갈매,2,0,1329,546,3422,1942,15684,2472,9436,3728,5699,2442,3780,1983,3145,2079,3874,2188,3124,3011,3284,2214,3106,3843,3785,3736,3528,5072,3788,9811,1869,7562,1742,4195,2202,4159,1135,2875,341,808,2,341,0,0,0,0,0,0,1312.0,37.634118,127.114757
821,202101,경춘선,갈매,5,0,1091,268,3193,1210,14660,2133,8348,3570,4807,1970,2783,1936,2203,1421,2990,1697,2722,2235,2725,1949,2523,3077,2726,2914,2711,4618,3671,9313,1671,7368,1563,4074,2292,3729,780,2167,251,721,2,208,0,0,0,0,0,0,1312.0,37.634118,127.114757
822,202001,경춘선,갈매,13,0,1347,274,3386,1130,15545,2061,9831,3577,6351,2122,3862,2532,3219,1874,3679,2059,3385,2516,3221,3086,2845,3879,3241,3440,3458,5265,4591,6223,2440,10734,1820,5198,2301,2987,1468,3701,754,2170,20,911,0,0,0,0,0,0,1312.0,37.634118,127.114757
823,202201,경춘선,강촌,2,0,50,6,104,27,257,176,396,932,473,717,557,1271,863,1364,814,664,667,669,926,893,1177,644,1306,632,1342,473,724,522,272,429,250,313,175,273,62,179,29,112,2,8,0,0,0,0,0,0,1326.0,37.805723,127.634146
824,202101,경춘선,강촌,5,0,81,5,130,48,194,190,312,668,250,628,284,1015,447,1060,443,638,504,491,815,581,953,446,1120,431,997,304,561,354,258,225,144,195,146,194,56,143,12,75,0,2,0,0,0,0,0,0,1326.0,37.805723,127.634146
825,202001,경춘선,강촌,3,0,72,12,129,73,258,210,492,814,573,1022,634,1208,1165,1187,1052,700,1047,833,967,687,1187,845,1297,769,1371,610,851,639,418,496,254,389,213,306,94,338,37,285,11,40,0,0,0,0,0,0,1326.0,37.805723,127.634146
826,202201,경춘선,굴봉산,0,0,37,3,28,32,118,80,216,259,193,471,294,850,548,506,239,352,276,290,361,280,460,265,293,221,274,244,138,182,117,109,108,107,95,81,50,46,24,38,0,1,0,0,0,0,0,0,1324.0,37.832067,127.557695
827,202101,경춘선,굴봉산,0,0,23,1,36,2,75,31,141,179,136,202,116,403,197,231,180,167,175,122,243,181,261,186,225,131,126,71,67,116,27,87,33,79,26,50,3,20,3,11,1,3,0,0,0,0,0,0,1324.0,37.832067,127.557695
828,202001,경춘선,굴봉산,0,0,22,2,34,17,144,84,222,333,320,381,240,641,747,398,350,391,275,336,364,341,368,332,338,239,277,250,161,281,103,190,74,164,59,87,52,64,42,58,5,30,0,0,0,0,0,0,1324.0,37.832067,127.557695
829,202201,경춘선,금곡,1,0,1229,206,1850,761,3848,1437,3919,3648,2628,1612,2219,1414,2313,1321,2075,1844,2417,1416,1856,2175,2108,1845,2037,2026,2428,2870,3117,3372,1017,3219,693,1400,647,1809,429,1445,117,774,18,116,0,0,0,0,0,0,1316.0,37.637382,127.207853
830,202101,경춘선,금곡,1,0,980,191,1856,733,3676,1330,3509,3679,2162,1359,1924,1086,1860,1098,1711,1330,2040,1113,1650,1868,1594,1529,1555,1887,2053,2530,2988,3109,1000,3069,709,1316,586,1702,316,972,106,443,3,91,0,0,0,0,0,0,1316.0,37.637382,127.207853
831,202001,경춘선,금곡,4,0,1173,304,1944,831,4607,1904,4868,4084,2970,1956,3220,1871,2602,1650,2660,2038,2602,1778,2441,2327,2734,2235,2087,3010,2905,2802,3701,3793,1210,3680,785,1810,683,1918,599,1787,226,1268,11,339,0,0,0,0,0,0,1316.0,37.637382,127.207853
832,202201,경춘선,김유정,3,0,63,6,154,34,244,344,343,436,280,534,341,881,373,879,555,889,632,877,935,768,1076,548,1130,446,989,402,555,410,203,257,105,151,82,198,45,121,10,41,9,12,0,0,0,0,0,0,1327.0,37.818466,127.71434
833,202101,경춘선,김유정,0,0,41,9,147,19,198,194,206,364,199,362,195,661,319,618,329,568,439,463,682,418,771,381,706,258,525,257,327,279,159,203,119,128,55,119,23,62,28,45,1,14,0,0,0,0,0,0,1327.0,37.818466,127.71434
834,202001,경춘선,김유정,3,0,78,15,148,42,349,332,510,485,483,734,504,1160,559,1419,683,1134,866,1060,1014,996,1233,867,1297,627,1333,473,602,394,201,357,118,262,92,186,38,204,24,113,27,34,0,0,0,0,0,0,1327.0,37.818466,127.71434
835,202201,경춘선,남춘천,362,1,884,22,2503,566,2931,1778,3993,2455,3885,2903,4054,2671,4033,5358,4178,7024,4523,4444,5715,4330,5579,4376,4951,3916,4274,4372,3241,4692,2563,6387,2337,2741,2420,2321,783,3173,137,1661,6,852,0,0,0,0,0,0,1328.0,37.864007,127.723792
836,202101,경춘선,남춘천,328,2,997,19,2525,507,2768,1379,2725,2260,2432,2242,2436,1889,2614,3601,2960,4878,3458,3112,4185,3002,4085,4059,3815,2861,3496,3304,2992,3292,2362,5682,2032,2284,1855,1944,580,2346,195,923,2,484,0,0,0,0,0,0,1328.0,37.864007,127.723792
837,202001,경춘선,남춘천,423,2,1229,6,3401,698,3962,1980,4897,3587,5745,3951,5190,3512,5056,7517,4923,8472,6212,4847,7469,5849,6501,5586,6219,5046,5807,7179,4880,4516,3588,9018,3006,4022,2645,2803,1703,4448,603,2131,9,1461,0,0,0,0,0,0,1328.0,37.864007,127.723792
838,202201,경춘선,대성리,1,1,84,21,280,152,712,577,681,701,645,317,749,622,1337,694,943,653,751,890,808,1191,879,757,1032,797,1159,647,877,629,334,546,174,397,175,317,75,286,41,238,0,0,0,0,0,0,0,0,1320.0,37.684071,127.379319
839,202101,경춘선,대성리,0,0,88,31,221,128,553,599,624,691,523,406,486,503,824,641,676,541,643,676,666,614,751,596,1090,664,1265,573,847,502,340,453,210,408,146,245,71,172,45,121,0,3,0,0,0,0,0,0,1320.0,37.684071,127.379319
840,202001,경춘선,대성리,0,0,221,54,743,152,1003,588,1034,942,1042,481,1292,672,2707,650,1765,1038,976,1798,902,1980,900,1400,1169,1659,1320,1250,1012,1094,491,839,346,685,217,520,182,532,75,235,1,5,0,0,0,0,0,0,1320.0,37.684071,127.379319
841,202201,경춘선,마석,13,0,1053,245,5927,2086,11771,4688,8686,5950,7145,4454,6033,3242,5539,4578,5969,4227,5579,5694,5525,4961,5117,5808,5773,5161,5520,7014,6167,8253,2661,10980,2519,5585,2212,5269,1401,4295,411,1479,1,220,0,0,0,0,0,0,1319.0,37.652782,127.311767
842,202101,경춘선,마석,15,0,1042,268,5213,1943,11708,4459,7820,5745,5685,3545,4697,2638,4126,3236,4883,3101,4124,4145,4029,3803,3725,4586,4714,4086,4625,5531,5751,7433,2434,11057,2236,5097,1988,4529,1056,3154,300,1005,9,308,0,0,0,0,0,0,1319.0,37.652782,127.311767
843,202001,경춘선,마석,11,1,1196,394,5526,2669,13777,5146,9598,6550,8001,4892,7541,4291,7040,4089,7247,4612,6294,5670,6509,6167,6237,6793,6713,5470,5990,8112,7364,8992,3083,12554,2800,7057,2247,5132,1575,4791,669,2275,34,1133,0,0,0,0,0,0,1319.0,37.652782,127.311767
844,202201,경춘선,백양리,2,0,42,45,27,49,63,474,156,779,127,564,319,1004,1109,905,468,657,469,485,470,661,735,380,912,329,1540,559,910,498,224,259,444,143,578,230,551,138,585,77,33,2,0,0,0,0,0,0,1325.0,37.830779,127.58933
845,202101,경춘선,백양리,0,0,4,28,11,24,34,360,145,547,72,251,88,446,271,402,221,269,267,209,239,210,539,159,401,190,624,126,455,76,201,64,200,100,214,159,30,70,6,30,0,5,0,0,0,0,0,0,1325.0,37.830779,127.58933
846,202001,경춘선,백양리,0,0,175,12,65,38,73,453,195,1021,183,516,339,805,1015,782,648,756,512,628,537,575,811,608,857,415,1412,410,744,356,291,265,431,246,352,209,351,239,224,247,32,23,0,0,0,0,0,0,1325.0,37.830779,127.58933
847,202201,경춘선,별내,18,0,1187,875,2894,2283,12989,3393,9655,6281,5912,3637,4574,2787,3776,3008,4401,3231,4022,3789,3961,3187,4393,4421,5435,4715,5485,6712,6335,9643,2647,9091,2262,4503,2659,3660,1589,3679,636,1000,7,263,0,0,0,0,0,0,1313.0,37.64202,127.12684
848,202101,경춘선,별내,22,0,725,804,1826,2927,7805,3392,6030,4745,3321,2725,2664,2307,2376,2210,2759,2291,2637,2506,2818,2222,3252,3095,4375,3236,4903,4400,4568,6771,2099,5881,2148,2998,2151,2261,955,1856,378,543,9,107,0,0,0,0,0,0,1313.0,37.64202,127.12684
849,202001,경춘선,별내,17,1,824,913,1860,3176,7819,3665,7545,5493,4593,3814,3887,2848,3504,2880,3835,3229,3753,2910,3777,3870,4151,4409,5284,4136,6436,5774,5318,6212,3084,7310,2449,3869,2278,2559,2239,2677,1201,1741,40,388,0,0,0,0,0,0,1313.0,37.64202,127.12684
850,202201,경춘선,사릉,27,0,1910,516,4637,1474,13540,4801,10614,5222,6435,2146,4013,2335,3910,2362,4220,2329,3841,2267,3094,3188,3304,3120,3176,4212,4269,6368,5914,8622,1993,11647,1272,5074,1180,4228,582,3955,164,1274,10,335,0,0,0,0,0,0,1315.0,37.65108,127.176933
851,202101,경춘선,사릉,36,0,2041,448,4356,1784,13491,4281,10235,5747,5151,2009,3320,1957,3227,1848,3180,1991,3122,1972,2548,2704,2896,2497,2599,3667,3838,5309,6084,8871,2110,11523,1174,4882,1162,4348,520,3129,220,1019,6,201,0,0,0,0,0,0,1315.0,37.65108,127.176933
852,202001,경춘선,사릉,25,0,1894,659,5249,1797,15376,4596,12868,5450,6969,2379,5986,2523,4935,2634,5332,2720,4815,3035,3748,3492,4125,3530,3852,6039,5241,5906,6809,9708,2905,13853,1730,5620,1413,5598,855,5543,472,3285,47,981,0,0,0,0,0,0,1315.0,37.65108,127.176933
853,202201,경춘선,상천,0,0,72,20,175,107,454,82,425,328,351,467,363,597,508,539,526,438,473,338,543,391,743,368,542,355,589,364,251,352,119,353,49,155,39,164,20,86,5,48,0,2,0,0,0,0,0,0,1322.0,37.770246,127.454821
854,202101,경춘선,상천,0,0,65,22,198,96,343,73,451,366,311,346,290,520,310,514,311,412,335,285,580,315,616,304,613,299,564,282,222,233,143,313,61,168,48,169,5,75,2,43,0,11,0,0,0,0,0,0,1322.0,37.770246,127.454821
855,202001,경춘선,상천,0,0,94,30,293,106,573,123,669,540,550,421,453,524,616,548,558,529,778,450,774,416,614,551,758,536,570,506,328,576,195,453,80,333,75,330,24,187,9,96,0,60,0,0,0,0,0,0,1322.0,37.770246,127.454821
856,202201,경춘선,신내,22,1,649,488,2135,2777,5527,2893,5408,6952,2532,1951,2178,1522,2145,1430,2181,1578,2278,2013,2110,1822,2259,2352,3530,2180,3950,3332,5360,4175,2194,3686,1058,1753,1061,2065,837,1474,277,551,1,90,0,0,0,0,0,0,1311.0,37.612887,127.103218
857,202101,경춘선,신내,15,0,492,349,1358,2634,3687,1908,3498,3910,1668,1192,1294,1122,1426,1111,1424,1063,1618,1363,1455,1269,1608,1771,2341,1657,3243,2383,3010,3343,1167,2710,640,1139,638,1462,438,733,175,352,1,39,0,0,0,0,0,0,1311.0,37.612887,127.103218
858,202001,경춘선,신내,3,0,544,333,1233,1816,4241,1746,4463,3275,2615,1348,2075,1358,2080,1435,2039,1642,2193,1752,1950,2029,2123,2356,2295,2621,3163,2976,2511,3622,1240,3798,1009,1957,856,1794,725,1597,470,1081,23,418,0,0,0,0,0,0,1311.0,37.612887,127.103218
859,202201,경춘선,천마산,18,0,803,206,3137,450,5988,1414,4715,1628,4060,1409,3167,1419,2558,1650,2783,1934,2338,1872,2184,2302,1876,2774,2094,2552,1631,3303,2067,4776,706,3774,531,2812,530,2464,414,1807,64,792,0,25,0,0,0,0,0,0,1318.0,37.658978,127.285379
860,202101,경춘선,천마산,4,0,772,211,2932,363,5382,1254,3899,1278,3221,1064,2482,1120,1899,1276,2181,1525,1996,1626,1898,1668,1686,2248,1665,2047,1373,2666,1540,4228,645,3865,477,2730,456,2405,352,1213,63,511,1,101,0,0,0,0,0,0,1318.0,37.658978,127.285379
861,202001,경춘선,천마산,11,1,861,238,2698,580,6278,1437,5310,1283,4642,1353,3974,1581,3269,1434,3123,1999,2628,1964,2502,2322,2071,3043,2003,3052,1951,3634,2093,4553,855,4479,642,3218,532,2708,351,1730,173,1360,9,331,0,0,0,0,0,0,1318.0,37.658978,127.285379
862,202201,경춘선,청평,3,2,683,84,1671,520,3146,760,3308,2433,2795,1589,3123,1973,4581,1626,3346,2747,2561,2579,2534,3263,2558,3186,2508,3252,2686,3609,2156,3098,880,2826,997,2147,714,1878,266,1295,48,917,0,4,0,0,0,0,0,0,1321.0,37.735488,127.42661
863,202101,경춘선,청평,1,0,554,56,1278,413,2043,904,2353,1753,1972,1309,2039,1558,2719,1333,2206,2038,1832,1766,1866,1998,1850,2177,1817,2254,2132,2505,1864,2309,716,2075,704,1566,447,1118,210,728,48,424,0,71,0,0,0,0,0,0,1321.0,37.735488,127.42661
864,202001,경춘선,청평,5,1,935,83,1743,456,3088,1676,4851,3659,3834,2973,4191,2931,6574,2507,4547,3312,3762,3562,3752,5193,3284,3670,3497,5002,4149,4404,3672,4445,2603,3976,2171,2176,1208,2237,667,1832,237,1222,10,288,0,0,0,0,0,0,1321.0,37.735488,127.42661
865,202201,경춘선,춘천,153,0,406,4,1267,270,1156,620,1719,1384,1795,1662,1756,1458,1916,3088,1861,2716,2270,3026,3277,2084,3675,2653,3319,1995,2886,1943,2273,1459,1413,2220,988,978,787,1000,238,861,24,878,0,265,0,0,0,0,0,0,1329.0,37.885054,127.717023
866,202101,경춘선,춘천,201,1,434,9,1136,225,977,804,1027,1285,1121,1188,1057,930,1262,2081,1307,1932,1708,2423,2290,1643,2891,2212,2489,1296,2429,1311,1967,1147,1040,1863,728,860,619,689,173,646,25,549,1,169,0,0,0,0,0,0,1329.0,37.885054,127.717023
867,202001,경춘선,춘천,264,1,433,9,1648,266,1820,924,2508,2163,3033,1808,2739,2336,2914,4049,2596,3395,3589,4186,4542,3433,4816,3893,5208,2670,4830,2935,3471,2516,2364,3217,1519,1549,1119,1595,544,1352,102,843,5,667,0,0,0,0,0,0,1329.0,37.885054,127.717023
868,202201,경춘선,퇴계원,6,0,2228,415,4464,1209,16732,3287,11269,4178,8170,2413,5623,2579,4462,2593,5451,3022,4660,3356,3806,3518,4165,3878,3820,5371,4118,8772,5137,10459,2064,11002,1506,6028,1658,4608,844,5546,259,1305,17,354,0,0,0,0,0,0,1314.0,37.648311,127.143952
869,202101,경춘선,퇴계원,7,0,2019,416,4456,1441,15692,3050,10296,3601,6720,1938,4273,2016,3492,2103,3847,2524,3623,2847,3112,2836,3355,3033,3091,4540,3687,7388,4590,10576,2012,9615,1377,5879,1491,4418,657,3987,205,1171,13,350,0,0,0,0,0,0,1314.0,37.648311,127.143952
870,202001,경춘선,퇴계원,3,1,2317,498,4795,1530,18271,2972,13194,4122,9172,2318,7090,2573,5793,2918,5936,3381,5691,3694,4494,4288,4348,5389,4426,6397,4851,8060,5470,12491,3147,11435,2006,7615,1824,5304,1297,6098,656,3632,46,1125,0,0,0,0,0,0,1314.0,37.648311,127.143952
871,202201,경춘선,평내호평,578,8,4574,661,9412,1408,24598,3796,17245,8281,9625,5455,8694,4585,8275,5022,8221,6702,7875,6510,6962,8002,7413,7661,7404,8476,7182,13922,7603,16789,4491,20814,4432,8529,4620,8417,2875,8184,728,3040,4,1006,0,0,0,0,0,0,1317.0,37.653225,127.244493
872,202101,경춘선,평내호평,404,4,3974,858,8202,1585,22236,3762,14390,8070,7619,4980,6694,3902,6025,3939,6417,5113,6257,5170,5249,6136,5836,5831,6297,6840,6540,11064,7042,14687,4190,17942,3877,8826,4185,7819,1782,5824,546,2330,7,686,0,0,0,0,0,0,1317.0,37.653225,127.244493
873,202001,경춘선,평내호평,510,5,4954,1172,8121,2462,24329,3915,17980,8121,10242,6886,9960,5678,8533,5554,9919,7233,8504,6996,8117,9000,8892,8473,8481,9015,9530,13666,9384,16521,5634,21427,4264,10974,4265,9071,4294,7384,1919,6744,49,2498,0,0,0,0,0,0,1317.0,37.653225,127.244493
874,202201,분당선,가천대,23,2,4521,449,6420,3470,14616,4800,23459,13609,14083,8373,8435,5976,7483,6003,8677,7446,8337,8049,8150,7304,8668,9071,13766,10000,11331,13587,10152,21562,5320,18498,3636,13378,4259,19155,2503,11745,840,4968,7,90,0,0,0,0,0,0,1851.0,37.448605,127.126697
875,202101,분당선,가천대,28,5,4540,650,6232,2847,15012,4973,20968,12679,11700,7511,6812,5447,6161,5174,6523,6370,6607,6766,6571,6378,7049,7452,11409,9037,9728,12591,8822,20220,5041,17561,3714,12222,3634,15944,2131,8381,817,3826,34,222,0,0,0,0,0,0,1851.0,37.448605,127.126697
876,202001,분당선,가천대,31,9,4929,860,6779,3588,16576,5042,25780,17851,15617,11797,9693,8277,9493,7121,11575,9963,10681,10283,10372,9323,10987,9695,14261,12232,15421,14473,13165,22445,7203,20928,5276,14999,4733,15795,3604,16580,2272,11797,107,1868,0,1,0,0,0,0,1851.0,37.448605,127.126697
877,202201,분당선,강남구청,13,0,1259,570,2456,3988,5604,13118,9269,52253,7972,41679,7582,17967,8724,13850,9787,13310,11456,14690,12672,13527,14699,13151,17398,13696,26479,16647,46787,20296,24384,11976,16033,6503,18308,8453,5973,4472,1096,1548,62,371,0,0,0,0,0,0,1849.0,37.517186,127.04128
878,202101,분당선,강남구청,13,0,905,423,2112,3998,5418,12668,7620,44921,6235,34723,5521,16475,6554,10753,7502,10417,8708,11622,10206,10823,11142,10010,12970,9875,22087,12510,39964,14796,21659,10042,14442,5706,15190,6873,4591,2758,1082,1363,12,337,0,0,0,0,0,0,1849.0,37.517186,127.04128
879,202001,분당선,강남구청,37,0,1319,581,2678,4451,6237,12643,10271,54467,8801,41758,8376,20164,10248,14850,10689,14693,13213,16519,13972,15642,15837,15045,17009,15335,23993,16919,50904,21818,27417,16111,16107,8432,14235,6870,10761,6894,4403,4306,100,939,0,5,0,0,0,0,1849.0,37.517186,127.04128
880,202201,분당선,개포동,5,1,758,769,2714,6876,6813,3700,7997,8117,5603,6513,4404,5105,4290,3537,5814,4326,5096,4848,5126,4153,5766,4863,8153,5139,9088,6587,7520,9244,4351,7631,3494,4535,3806,6495,1753,3552,350,1044,4,36,1,1,0,0,0,0,1027.0,37.489116,127.06614
881,202101,분당선,개포동,4,0,616,770,2494,5261,6549,3807,7094,7659,4350,5140,3525,3084,3254,2664,3514,3131,4062,3490,4169,3352,4479,3460,6446,4032,7396,5367,7322,8153,3637,7030,3070,4246,3218,5250,1255,2533,267,1048,5,38,0,0,0,0,0,0,1027.0,37.489116,127.06614
882,202001,분당선,개포동,4,0,761,403,2983,2354,7664,4026,9745,9718,6447,8962,5373,6602,5634,4316,7661,4695,6416,5191,6297,5057,5780,5420,6380,6119,7976,7021,8389,9940,5377,9009,3747,5665,3742,5128,3813,5451,1825,3765,82,516,6,0,0,0,0,0,1027.0,37.489116,127.06614
883,202201,분당선,구룡,4,0,285,875,1211,4316,2430,3934,3382,5507,3208,1891,2441,1644,2469,1448,3081,1632,2655,1961,2439,1925,3059,2243,6203,2271,5457,2871,3494,3677,1487,2647,930,1912,957,2569,519,1387,92,473,5,29,0,0,0,0,0,0,1026.0,37.486839,127.058856
884,202101,분당선,구룡,0,0,360,359,1048,3937,2096,2903,2470,3965,1924,1840,1516,1265,1629,1199,1851,1328,2155,1363,1806,1423,2101,1423,4317,1547,4905,1935,2878,2727,1170,2144,779,1508,798,1834,368,923,88,446,0,37,0,0,0,0,0,0,1026.0,37.486839,127.058856
885,202001,분당선,구룡,7,0,371,305,1017,1900,2211,2599,3714,5093,2950,2258,2597,1751,2321,1370,2419,2201,2380,1884,2302,1798,2564,2135,5308,2384,3848,2736,3442,3195,1544,2554,900,1756,841,1781,537,1689,178,1236,12,138,0,0,0,0,0,0,1026.0,37.486839,127.058856
886,202201,분당선,구성,37,0,1788,344,6561,2080,18415,4503,18974,7452,10704,3428,7551,3209,6795,4009,6697,4471,6256,4489,5788,5165,5942,6430,6118,8078,7621,12115,6790,18730,2983,16572,2741,10200,2554,10391,1318,8940,317,3096,1,154,0,0,0,0,0,0,1863.0,37.298969,127.105664
887,202101,분당선,구성,54,1,2031,315,6281,1992,16519,3990,15932,6750,8716,3176,5782,2494,5190,3253,5143,3420,5153,3687,4928,4067,4593,4755,4825,6517,5884,9055,5834,16137,2754,15249,2392,9459,2199,8803,1144,5861,219,2156,5,137,0,0,0,0,0,0,1863.0,37.298969,127.105664
888,202001,분당선,구성,54,1,2466,485,6582,2649,20340,4249,20700,8753,12645,3760,9716,3578,8220,4193,7750,4521,7600,5322,6674,6129,6593,7901,6448,9797,8188,11107,8984,17796,4193,16992,3229,10306,2826,9991,1801,10126,705,6691,46,1637,0,5,0,0,0,0,1863.0,37.298969,127.105664
889,202201,분당선,기흥,131,4,5004,413,11656,3246,29984,8485,30503,15847,17088,7466,11801,6143,11321,7248,11605,7794,11755,9657,10866,9574,11306,10800,12870,12627,15824,18454,17813,32346,9355,27112,8471,16391,9032,18422,4261,13942,1159,4927,14,356,0,0,0,0,0,0,1865.0,37.275619,127.115936
890,202101,분당선,기흥,143,0,4490,346,11258,3674,29440,6782,28979,10201,14573,5490,10009,4869,9280,5696,9467,6203,9748,7793,9063,7656,9223,9019,10351,10104,12197,15879,13948,31170,7476,26575,6830,15834,6903,17128,3375,10319,838,4233,13,278,0,0,0,0,0,0,1865.0,37.275619,127.115936
891,202001,분당선,기흥,192,1,4887,707,12788,3842,35720,7144,39411,12674,22144,8654,15503,6789,14235,7592,14848,9973,14601,11280,13345,12051,13965,13499,14777,15495,17041,21389,19769,34678,11473,36122,8835,23009,8815,18751,7133,16464,2758,14379,457,3549,0,3,0,0,0,0,1865.0,37.275619,127.115936
892,202201,분당선,대모산입구,6,0,1634,825,4156,3594,11166,5020,14179,8560,9028,5128,6653,3452,6046,3611,6958,4241,6918,4817,5771,4700,6093,5601,7582,5988,9091,7777,8094,10745,3444,9557,2065,5857,1958,8824,1165,5231,320,1756,6,73,1,2,0,0,0,0,1028.0,37.491373,127.07272
