,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
36490,31560,POINT (958785.230213883 1941815.54807064),65997.29740084842,66341.90360900002,65615.15540425057,2107521.3703755816,1428694.7262441337,1689140.333546407
36491,31561,POINT (958785.230213883 1941915.54807064),66692.8491994544,67117.86505590068,66463.18275048898,2303769.139010123,1561644.2070043595,1846751.7716111634
36492,31562,POINT (958785.230213883 1942015.54807064),67347.64688924405,67852.74116796977,67276.62682387688,2516692.205285404,1705862.97218904,2017797.7921524588
36493,31563,POINT (958785.230213883 1942115.54807064),70758.6178875007,71273.51209615287,70628.44842639464,2747459.794472959,1862132.0876245312,2203222.7040219824
36494,31564,POINT (958785.230213883 1942215.54807064),71705.99106873888,72292.12756971862,71729.2261351168,2997284.9374821624,2031258.7033464937,2404004.733100235
36495,31565,POINT (958785.230213883 1942315.54807064),72792.59958599549,73444.43070847337,72965.56056018657,3376869.0742514674,2285591.6298485696,2710764.336559253
36496,31566,POINT (958785.230213883 1942415.54807064),74037.10237777633,74748.54557652408,74355.0726849973,3679583.134484286,2490109.892771695,2954299.7642870024
36497,31567,POINT (958785.230213883 1942515.54807064),75397.32662053914,76205.2528605267,75985.19413008145,4161133.251836894,2825772.621873285,3348073.110990086
36498,31568,POINT (958785.230213883 1942615.54807064),77049.59330009989,77903.87010755068,77768.0124202876,4571286.873016428,3103949.6430133716,3681208.9143548985
36499,31569,POINT (958785.230213883 1942715.54807064),78851.88881731547,79746.96862855415,79696.18587535218,4960972.060186616,3367598.861369531,3995416.569640872
36500,31570,POINT (958785.230213883 1942815.54807064),82472.86728893136,83365.97184782824,83519.15771972397,5350061.954592248,3629563.2337283553,4308497.523077854
36515,31571,POINT (958885.230213883 1940315.54807064),24173.441265888723,24093.24731965652,23498.86000844495,182742.44540391743,130337.05035621765,151255.23003590605
36516,31572,POINT (958885.230213883 1940415.54807064),27680.774785645364,27556.050791736066,26880.582738442325,235150.53114458284,171117.0029646299,198032.421792683
36519,31573,POINT (958885.230213883 1940715.54807064),36316.39394425472,36233.89958134796,35409.08503663679,436593.4291690632,308339.9452249769,356559.108672351
36520,31574,POINT (958885.230213883 1940815.54807064),38947.74870096217,38861.237784116616,37977.06564688943,479473.70590507926,338726.9580481039,391708.2668138336
36521,31575,POINT (958885.230213883 1940915.54807064),43700.66536342623,43746.681561275356,43022.33688803515,526379.5944685476,371982.96076903417,430177.84922922234
36522,31576,POINT (958885.230213883 1941015.54807064),46514.68243099022,46575.1315133709,45815.45436287601,577656.0978446148,408356.39539085445,472255.74377236946
36523,31577,POINT (958885.230213883 1941115.54807064),49208.44322796384,49289.441950956716,48501.10276035378,633672.0730965111,448113.26439712546,518250.26305125444
36524,31578,POINT (958885.230213883 1941215.54807064),52773.18262383902,52885.66413245928,52095.038707153944,710875.9981390614,503208.5571638704,581549.129719141
36525,31579,POINT (958885.230213883 1941315.54807064),55178.14539451353,55326.24315619481,54527.35111814279,778897.8955194368,551563.958931356,637461.710233527
36526,31580,POINT (958885.230213883 1941415.54807064),59136.11184808334,59319.60392785846,58479.18142266676,1160852.7590691708,779886.8093685408,922000.6315982251
36527,31581,POINT (958885.230213883 1941515.54807064),60903.2816392953,61144.08267229941,60322.57531237637,1273123.9344444587,855327.1188763131,1011351.360774584
36528,31582,POINT (958885.230213883 1941615.54807064),63598.50406560941,63879.81774393712,63055.2516589141,1545407.646683997,1041260.4218573202,1227995.6394193429
36529,31583,POINT (958885.230213883 1941715.54807064),64775.97666908457,65129.81933675343,64350.08856153859,1838455.6792865046,1247816.1048662735,1474592.4699125476
36530,31584,POINT (958885.230213883 1941815.54807064),65747.36783314138,66177.87133343032,65453.54085222407,2012229.2745104027,1365804.192815797,1614364.8277221136
36531,31585,POINT (958885.230213883 1941915.54807064),66610.82518293068,67118.93242591326,66457.76957840691,2201240.407846435,1494132.9662337694,1766444.2795379562
36532,31586,POINT (958885.230213883 1942015.54807064),67452.15578071402,68035.94304159634,67443.22411434105,2472320.974527188,1679136.7609000776,1985886.1596778934
36533,31587,POINT (958885.230213883 1942115.54807064),68338.59920706018,68993.80965534212,68472.82629209223,2699241.8132540546,1833234.5039429301,2168658.8848769423
36534,31588,POINT (958885.230213883 1942215.54807064),71014.75564090353,71720.07888344896,71240.21042688307,2945149.6503928313,2000197.6177151885,2366776.9841463333
36535,31589,POINT (958885.230213883 1942315.54807064),72279.9922352399,73042.20967420515,72633.72288482181,3317879.53233453,2250513.036747354,2668516.5326625095
36536,31590,POINT (958885.230213883 1942415.54807064),74753.88980035824,75555.70646685145,75185.49927041694,3764847.677653684,2563101.1149761193,3034748.194395832
36537,31591,POINT (958885.230213883 1942515.54807064),76404.81904258016,77247.24954039864,76945.9060169021,4139427.0884755556,2817497.2114793044,3338580.9803500087
36538,31592,POINT (958885.230213883 1942615.54807064),78209.17772632616,79084.66416910785,78851.82431091211,4505445.646922318,3066363.400702019,3634492.807248241
36539,31593,POINT (958885.230213883 1942715.54807064),80153.74239417509,81055.28298894674,80890.5686613973,4909265.933959269,3341428.293570496,3962351.6421845728
36540,31594,POINT (958885.230213883 1942815.54807064),82217.52910782717,83138.84239218959,83041.86567185353,5328299.31855032,3625905.834281668,4301128.968140311
36543,31595,POINT (958985.230213883 1937915.54807064),1991.9096144755886,1946.3673320625744,1894.1498214944613,0.0,0.0,0.0
36544,31596,POINT (958985.230213883 1938015.54807064),2087.5328097167703,2039.804234044634,1985.0799806144068,0.0,0.0,0.0
36550,31597,POINT (958985.230213883 1939415.54807064),10594.384498685273,10346.163876772744,10044.573766894433,0.0,0.0,0.0
36556,31598,POINT (958985.230213883 1940015.54807064),19247.835268666917,19198.50807911197,18731.27767116363,135011.57878732108,96294.05420388606,111748.57248872811
36557,31599,POINT (958985.230213883 1940115.54807064),20766.40337259361,20717.20141354283,20213.495085002145,149195.3299461423,106410.30434457566,123488.40961062734
36558,31600,POINT (958985.230213883 1940215.54807064),22410.05534570416,22360.733558220618,21817.55524612278,164867.87457168684,117588.40384715503,136460.51544704143
36559,31601,POINT (958985.230213883 1940315.54807064),24543.429158398852,24478.94409144352,23894.955049283737,182185.18030231455,129939.593216751,150793.9838216091
36560,31602,POINT (958985.230213883 1940415.54807064),27700.700590024284,27609.63720929018,26944.42873015303,235656.3717851545,171595.2899134012,198568.54866053475
36561,31603,POINT (958985.230213883 1940515.54807064),29887.281443572512,29791.740223003555,29074.476487938744,260197.208922792,189446.84477342715,219229.06055223045
36562,31604,POINT (958985.230213883 1940615.54807064),32203.729070937134,32103.557411465103,31331.286515266373,391731.6184231119,277083.15732001094,320396.2095996
36563,31605,POINT (958985.230213883 1940715.54807064),36180.21980059042,36141.51221235206,35331.42835227293,430253.3680478666,304431.5420066147,352027.58202427457
36564,31606,POINT (958985.230213883 1940815.54807064),38801.576638645696,38763.98121449622,37896.3080037394,472408.4006985863,334374.8176866058,386661.6214519328
36565,31607,POINT (958985.230213883 1940915.54807064),41462.169771153625,41427.56354015027,40502.10467601117,518512.40755600895,367140.8051551267,424562.2143356203
36566,31608,POINT (958985.230213883 1941015.54807064),46296.092115006206,46411.94313283291,45664.270208015776,568903.7841665145,402974.04461445834,466012.6688420241
36567,31609,POINT (958985.230213883 1941115.54807064),49006.91247900165,49148.244104050566,48371.93043508649,623944.4364416939,442136.4248612171,511316.45938408
36568,31610,POINT (958985.230213883 1941215.54807064),53480.92985076529,53638.26626788256,52835.79130472361,701056.348506399,497291.56791032344,574653.9222072721
36569,31611,POINT (958985.230213883 1941315.54807064),54920.06458289978,55140.5689383219,54354.99877237449,768010.8211875046,545010.9752113333,629823.4307195927
36570,31612,POINT (958985.230213883 1941415.54807064),58919.50718082394,59180.89960341925,58352.15361939113,1142009.6336064218,768766.2593211902,908619.634549079
36571,31613,POINT (958985.230213883 1941515.54807064),61944.678305433044,62242.93392291016,61395.91625245045,1252050.3610583264,842902.573329784,996389.2054792043
36572,31614,POINT (958985.230213883 1941615.54807064),63410.529297431414,63779.01978174754,62962.0245093564,1372062.983486017,923758.9287236922,1092139.2319056774
36573,31615,POINT (958985.230213883 1941715.54807064),64611.79618851186,65056.26054563189,64280.83320066982,1802311.2267818449,1225551.7621558458,1448134.6990776584
36574,31616,POINT (958985.230213883 1941815.54807064),65655.46403092092,66178.08560431171,65452.79898586665,1971898.1171276427,1340979.2831183947,1584841.9485431057
36575,31617,POINT (958985.230213883 1941915.54807064),66635.50194142618,67235.14877031575,66565.87035736413,2156200.102641299,1466423.2645058592,1733465.0552634173
36576,31618,POINT (958985.230213883 1942015.54807064),67626.60522817197,68299.29614377198,67689.65673234599,2356265.578591673,1602591.3377934708,1894855.3275408843
36577,31619,POINT (958985.230213883 1942115.54807064),68683.82112257706,69423.29160640284,68875.19522546767,2637162.16912397,1794592.6389879491,2122614.778030034
36578,31620,POINT (958985.230213883 1942215.54807064),71475.35479897475,72258.9254912424,71741.8169023236,2875434.781681017,1956766.5486278557,2314997.060789768
36579,31621,POINT (958985.230213883 1942315.54807064),73964.34311773271,74786.8841399017,74295.90155164777,3272435.7260675617,2223706.4671671875,2637842.8190431832
36580,31622,POINT (958985.230213883 1942415.54807064),75632.98658431001,76493.63661699722,76058.27084174777,3715710.7937536375,2534576.597778236,3001841.197391077
36581,31623,POINT (958985.230213883 1942515.54807064),77451.76048746215,78340.90848747679,77959.88358540699,4039674.369625668,2755355.6133489157,3264204.846974697
36582,31624,POINT (958985.230213883 1942615.54807064),79412.57133939936,80321.0250176131,79992.94559392231,4383071.774439884,2989105.1999410014,3542221.7657568087
36583,31625,POINT (958985.230213883 1942715.54807064),81502.62522231835,82421.87315615136,82145.23954122895,4737066.406367078,3229445.425651835,3828537.249172337
36584,31626,POINT (958985.230213883 1942815.54807064),84833.20260294528,85753.27762048114,85824.96483819773,5077895.155553304,3459662.9652689323,4104658.644650266
36587,31627,POINT (959085.230213883 1937915.54807064),2172.580141108922,2122.9070748049885,2065.9533226598164,0.0,0.0,0.0
36588,31628,POINT (959085.230213883 1938015.54807064),2281.30729725461,2229.148333591095,2169.3443208799717,0.0,0.0,0.0
36589,31629,POINT (959085.230213883 1938115.54807064),2386.576659793425,2332.0108564804896,2269.447228568495,0.0,0.0,0.0
36590,31630,POINT (959085.230213883 1938215.54807064),2486.804203596862,2429.9468349075223,2364.755762060407,0.0,0.0,0.0
36600,31631,POINT (959085.230213883 1939315.54807064),10066.632938678766,9831.409997764858,9546.640204102805,0.0,0.0,0.0
36601,31632,POINT (959085.230213883 1939415.54807064),10727.14571099317,10476.365644987403,10172.288995449706,0.0,0.0,0.0
36602,31633,POINT (959085.230213883 1939515.54807064),11441.48797494957,11173.886756733118,10848.921681249036,0.0,0.0,0.0
36605,31634,POINT (959085.230213883 1939815.54807064),15130.565297811034,15116.67757075632,14751.326364100449,0.0,0.0,0.0
36606,31635,POINT (959085.230213883 1939915.54807064),16234.342121063517,16225.992271639227,15834.68238349635,121442.5823813747,86616.26443842602,100517.56554777685
36607,31636,POINT (959085.230213883 1940015.54807064),19294.375256263604,19265.525724452767,18803.24507861998,134173.60374134508,95696.38683917931,111054.98371649024
36608,31637,POINT (959085.230213883 1940115.54807064),20782.970951843632,20757.689689870716,20260.545613254624,148235.94885418072,105726.04677421527,122694.33351387813
36609,31638,POINT (959085.230213883 1940215.54807064),22748.360030405194,22712.316371743764,22179.111181971442,163768.08503304765,116804.00302466398,135550.223810688
36610,31639,POINT (959085.230213883 1940315.54807064),24521.245608693094,24487.769686793574,23914.017566479473,213103.65931442537,155289.14105261,179680.95162779948
36611,31640,POINT (959085.230213883 1940415.54807064),27662.26763949588,27606.47680593923,26953.17374348509,235282.5263949132,171439.0735588177,198369.48002148606
36612,31641,POINT (959085.230213883 1940515.54807064),29829.618809975662,29774.12409349466,29070.689858054575,259750.84476992823,189254.00811225717,218985.062464263
36613,31642,POINT (959085.230213883 1940615.54807064),32135.261907615986,32080.22272133909,31323.649180048833,286740.6154892028,208902.26233037247,241722.57177236167
36614,31643,POINT (959085.230213883 1940715.54807064),34566.334463611354,34512.19577681519,33699.87299246454,422758.83170910506,299679.01918355905,346517.15867138223
36615,31644,POINT (959085.230213883 1940815.54807064),37099.44894374522,37047.11078962249,36177.10679688681,464027.3137064706,329059.9642287758,380498.3954458419
36616,31645,POINT (959085.230213883 1940915.54807064),41342.83130549678,41364.005343550765,40456.34786504193,509141.65591619647,361197.92003361136,417669.7402543585
36617,31646,POINT (959085.230213883 1941015.54807064),46158.381606339484,46330.121371809684,45592.19391719626,558428.0917573981,396329.50558591564,458305.24748875614
36618,31647,POINT (959085.230213883 1941115.54807064),48967.45365199146,49168.43727868828,48399.75768871775,628826.4124905695,446768.510750765,516192.57820664963
36619,31648,POINT (959085.230213883 1941215.54807064),53532.080429852824,53753.04289090166,52955.66580861814,688966.5737986062,489711.3413487034,565827.9175108084
36620,31649,POINT (959085.230213883 1941315.54807064),57833.51085463172,58090.63183958155,57237.41783593474,754491.7808675435,536530.003191868,619946.6029546404
