,사용월,호선명,지하철역,0405O,0405D,0506O,0506D,0607O,0607D,0708O,0708D,0809O,0809D,0910O,0910D,1011O,1011D,1112O,1112D,1213O,1213D,1314O,1314D,1415O,1415D,1516O,1516D,1617O,1617D,1718O,1718D,1819O,1819D,1920O,1920D,2021O,2021D,2122O,2122D,2223O,2223D,2324O,2324D,0001O,0001D,0102O,0102D,0203O,0203D,0304O,0304D,code,y,x,year,x_5179,y_5179
530,202201,4호선,성신여대입구,15,4,4719,1472,14618,4929,39348,12100,47820,29245,31467,25441,24185,20683,23930,20014,28166,24491,28648,28076,28770,27161,30877,29640,33755,34572,36223,44597,38478,60058,25207,44709,26976,26609,34458,36521,13552,19228,2822,7897,2,14,0,0,0,0,0,0,418.0,37.592624,127.016403,2022,957307.5499962477,1954912.2667422183
531,202101,4호선,성신여대입구,27,10,4348,1538,13443,5076,35179,11989,44641,25560,27825,22445,19342,16900,19068,17042,21965,19925,22896,21850,23138,23197,24569,24958,27167,28010,29534,35756,33979,53815,22811,40707,24066,23616,26809,28144,9113,13396,2659,5605,0,0,0,0,0,0,0,0,418.0,37.592624,127.016403,2021,957307.5499962477,1954912.2667422183
532,202001,4호선,성신여대입구,51,6,5444,1625,16902,6002,47143,13906,60331,33779,39767,30523,30463,24170,30494,24442,34780,29488,36142,32948,35023,34289,37439,37003,40488,40600,47084,50873,50534,71274,34182,62303,30137,38390,32054,34078,29685,33233,14888,23311,2274,6355,32,47,0,0,0,0,418.0,37.592624,127.016403,2020,957307.5499962477,1954912.2667422183
533,201901,4호선,성신여대입구,51,13,5649,1867,18287,6378,52815,15067,67071,36486,42075,32555,32566,26868,32421,25362,37165,31919,38541,35799,37453,36394,39140,38627,42715,41861,50141,53553,55083,74601,36923,70037,31758,42250,33410,36691,31923,36523,15705,25093,2436,6692,0,14,3,4,0,0,418.0,37.592624,127.016403,2019,957307.5499962477,1954912.2667422183
534,201801,4호선,성신여대입구,17,11,5487,1612,19660,6730,53592,15251,66082,40027,42047,33618,31519,26609,31747,25965,36167,32527,37927,36879,36216,36670,38314,38783,41919,41580,48932,52999,56702,75353,37479,73263,32185,43786,32824,36922,32225,35812,15303,26047,2156,6473,0,2,0,0,0,0,418.0,37.592624,127.016403,2018,957307.5499962477,1954912.2667422183
535,202201,4호선,수유,49,5,16499,2811,39433,9365,94788,17807,110966,50322,69408,35477,48186,27947,44575,29991,47168,32584,47009,37811,45747,41569,44835,48854,46789,61383,50984,76619,54785,115754,30477,95108,27298,57588,32578,70275,12313,40810,3501,17261,3,45,0,0,0,0,0,0,414.0,37.638052,127.025732,2022,958156.5929829997,1959948.1124677628
536,202101,4호선,수유,64,4,15798,2993,36906,9405,89612,16084,104879,46058,61606,32002,41111,24451,37652,25548,39320,28158,40065,32981,38781,35767,38170,43490,39303,52008,43678,65351,49110,105573,28117,91310,25127,54468,25437,59871,9875,29910,3525,13081,0,92,0,0,0,0,0,0,414.0,37.638052,127.025732,2021,958156.5929829997,1959948.1124677628
537,202001,4호선,수유,104,5,18744,3752,41219,11992,111160,20764,134529,55283,85250,41876,60263,33364,55980,35216,59967,39549,58855,46437,54650,50351,53858,58346,56254,69106,61025,83259,71312,125945,43538,125352,34151,77980,30745,69333,25225,65058,14990,44217,2728,11828,28,90,0,0,0,0,414.0,37.638052,127.025732,2020,958156.5929829997,1959948.1124677628
538,201901,4호선,수유,53,8,19753,3520,45976,11863,127573,19669,153213,59304,92611,43687,64239,35809,57708,37550,63262,42036,62463,47343,57134,51981,55870,60755,58554,70623,64188,86843,76258,137559,47407,139762,35115,86767,32097,77079,27047,72956,16502,48856,2564,14031,0,0,0,0,0,0,414.0,37.638052,127.025732,2019,958156.5929829997,1959948.1124677628
539,201801,4호선,수유,87,7,20398,3445,48158,12197,134146,21214,155755,59152,90564,45531,63044,36345,57809,36521,62461,41223,60196,46837,55461,52526,54341,59839,56461,69616,62863,83823,77107,134258,48241,143582,35343,91891,32473,76254,27089,73052,16033,49160,2329,13283,1,1,0,0,0,0,414.0,37.638052,127.025732,2018,958156.5929829997,1959948.1124677628
540,202201,4호선,숙대입구,2,0,2358,652,6070,5115,13288,15492,22187,41912,15433,25516,12775,14870,13243,12996,15260,14286,14867,15379,16089,15573,17189,16081,22105,18615,28636,22930,42464,30465,19964,18965,19095,11825,23572,15921,6778,7666,1904,3080,0,0,0,0,0,0,0,0,427.0,37.54456,126.972106,2022,953366.9806954452,1949600.857293805
541,202101,4호선,숙대입구,24,1,2135,586,5733,5101,12183,15233,20324,38238,13385,24517,10139,12152,10640,10664,12155,11271,12485,11907,13173,12012,13744,12839,17995,14527,25567,18153,37422,24532,18113,16920,15061,10576,15856,12929,5287,5595,1464,2414,1,0,0,0,0,0,0,0,427.0,37.54456,126.972106,2021,953366.9806954452,1949600.857293805
542,202001,4호선,숙대입구,20,1,3091,773,7263,6584,15834,17654,27111,56042,20034,31732,16937,18646,18010,18127,21421,18308,22611,20806,22343,19940,22717,20166,27504,21964,34071,26851,56182,37853,27604,27810,21283,16862,20668,16047,17467,15264,9829,10088,1442,2843,10,22,0,0,0,0,427.0,37.54456,126.972106,2020,953366.9806954452,1949600.857293805
543,201901,4호선,숙대입구,4,0,3044,790,7758,7362,18564,21096,30431,65864,22158,36183,18086,21564,20318,20848,23191,21235,25299,23436,24376,22640,25911,22813,31046,23643,39163,28919,64545,41151,32066,31425,24066,18581,24004,17371,20176,17300,10798,11291,1694,2954,0,0,0,0,0,0,427.0,37.54456,126.972106,2019,953366.9806954452,1949600.857293805
544,201801,4호선,숙대입구,15,12,3162,693,7813,7180,17539,20732,30435,67114,22074,36308,18156,19978,20309,19585,22846,20318,23702,22434,22771,21586,24552,21213,29136,22424,36746,27680,62196,40338,32177,31774,23749,18804,24180,17676,20018,17196,10232,11745,1581,3068,0,0,0,0,0,0,427.0,37.54456,126.972106,2018,953366.9806954452,1949600.857293805
545,202201,4호선,신용산,7,0,1062,825,3435,9164,9548,28256,14618,80640,11662,57759,10000,26353,13168,21502,14821,21491,17592,22188,18498,21408,22809,20797,27978,21945,49660,25310,80014,30002,36867,17429,32782,9679,34040,11809,9151,4771,2625,1493,0,5,0,0,0,0,0,0,429.0,37.52917,126.967894,2022,952985.2374301472,1947895.517637292
546,202101,4호선,신용산,4,3,1122,656,3121,10065,7943,25126,12881,68281,9262,48385,7481,20294,9295,14623,10432,14479,12370,15558,13434,14634,17193,14567,23035,14495,38782,17076,65855,20898,33398,13127,25228,7698,22261,8153,6726,3108,1842,1243,1,0,1,1,0,0,0,0,429.0,37.52917,126.967894,2021,952985.2374301472,1947895.517637292
547,202001,4호선,신용산,3,0,1254,1519,3913,13075,10178,31244,16038,102379,13414,59382,12137,27776,15151,22893,16686,21900,20479,24595,21164,23700,26779,23809,33568,24829,50961,26860,93950,33676,47191,23200,34470,13569,30389,10217,21445,8584,10269,4621,1381,1335,8,15,0,0,0,0,429.0,37.52917,126.967894,2020,952985.2374301472,1947895.517637292
548,201901,4호선,신용산,3,0,1253,1036,4265,11926,11193,30617,17168,112186,14513,62552,12632,27816,16624,24507,17644,22728,21048,25708,21913,24503,26694,24592,32903,24443,47995,27627,102880,35511,53072,24536,35192,13618,31658,11301,21670,9407,10051,5256,1500,1383,1,1,0,0,0,0,429.0,37.52917,126.967894,2019,952985.2374301472,1947895.517637292
549,201801,4호선,신용산,20,13,1434,938,4246,10284,11360,30209,17345,106974,14231,54276,12502,25033,14937,21963,16346,20178,18495,23353,19817,23214,24249,22186,28137,22048,38704,23894,92985,29531,51117,22483,31774,13415,26717,10765,19560,8822,10007,4993,1245,1448,1,1,0,0,0,0,429.0,37.52917,126.967894,2018,952985.2374301472,1947895.517637292
550,202201,4호선,쌍문,231,9,19884,884,44897,7639,108359,11455,117443,24741,70381,18011,46694,17600,40629,19434,40646,23570,38676,25327,34157,28554,32124,37239,32390,45696,32902,59715,29648,95887,17206,89515,14238,55246,13928,67446,6140,41034,1907,16591,2,518,1,0,0,0,0,0,413.0,37.648627,127.034709,2022,958954.4335958532,1961117.4036406402
551,202101,4호선,쌍문,57,17,18716,917,42795,7813,101218,11102,108748,22505,62819,18643,39815,15788,33004,16829,33134,20031,32226,21839,28814,24728,26303,32806,27593,39120,27658,53386,27194,90782,16401,88425,13112,53066,11960,55893,5118,28493,1977,12158,2,299,1,0,0,0,0,0,413.0,37.648627,127.034709,2021,958954.4335958532,1961117.4036406402
552,202001,4호선,쌍문,89,4,21203,1185,49154,9770,124983,13436,138003,28836,84970,24570,58943,21725,51542,23616,52125,28355,49059,32668,42282,35568,40682,43864,41863,52430,43818,67913,41967,101716,27942,109422,19768,66760,17175,58473,12608,58531,6397,38870,1017,13481,11,117,0,0,0,0,413.0,37.648627,127.034709,2020,958954.4335958532,1961117.4036406402
553,201901,4호선,쌍문,83,3,22487,1169,54063,10506,141391,14429,160172,30376,92841,25019,64152,22233,54559,23699,54995,28586,50946,32226,44161,36929,40939,44979,42285,54365,46395,70680,45858,109271,29743,120095,20433,76126,16871,65630,13265,64944,6433,44934,1093,15216,1,3,0,0,0,0,413.0,37.648627,127.034709,2019,958954.4335958532,1961117.4036406402
554,201801,4호선,쌍문,108,30,23268,1214,54974,10383,144966,15449,162219,29392,90633,24949,62089,21383,52291,22436,53130,27642,50161,30886,43656,35768,38710,43195,40904,51567,44582,67837,45135,105894,30073,124225,20686,78835,17030,66383,12968,65461,6502,46005,984,15610,0,0,0,0,0,0,413.0,37.648627,127.034709,2018,958954.4335958532,1961117.4036406402
555,202201,4호선,이촌,24,0,979,562,4015,5763,9438,10687,14398,23443,9999,16214,7351,12539,7756,11776,11188,13108,11597,15110,12399,13809,15112,12657,18915,11917,22801,13609,23269,17563,8257,11995,7363,7536,8139,10628,2250,4883,509,1577,0,1,0,0,0,0,0,0,430.0,37.522272,126.974345,2022,953550.9494265378,1947127.0184057788
556,202101,4호선,이촌,27,1,943,618,3526,5436,9340,10575,13562,21029,8849,11653,5999,7306,6253,6732,7376,7297,7508,8739,7757,8120,8771,8187,11908,8905,14735,10845,17981,16305,7459,12163,5881,7242,6223,8738,1903,3213,490,1333,2,1,0,0,0,0,0,0,430.0,37.522272,126.974345,2021,953550.9494265378,1947127.0184057788
557,202001,4호선,이촌,59,27,1240,756,4435,6130,11895,12088,19136,26104,12971,22785,9652,20377,11344,15144,16404,16163,17909,21877,16530,17899,20302,16160,26337,15476,28500,16684,29201,22342,11706,16611,8252,10356,8294,9307,4813,9017,1941,5505,203,1830,1,15,0,0,0,0,430.0,37.522272,126.974345,2020,953550.9494265378,1947127.0184057788
558,201901,4호선,이촌,73,20,1230,722,4425,7077,13780,14142,20807,29373,14503,26847,10967,22942,12467,17818,18134,18798,18736,23612,18691,19854,22811,17714,28628,16354,31834,17512,31919,24259,13394,18795,9486,11315,9046,10114,5237,10057,2259,6176,266,1940,0,0,0,0,0,0,430.0,37.522272,126.974345,2019,953550.9494265378,1947127.0184057788
559,201801,4호선,이촌,97,29,1138,756,5212,7425,13903,16031,19285,30062,13248,25201,10161,20566,11577,17044,17096,17253,17547,22224,17786,19412,20322,16399,27187,16010,29172,16508,32258,23066,13629,19079,9388,10903,9333,9450,5496,9318,2122,5929,299,1908,0,3,0,0,0,0,430.0,37.522272,126.974345,2018,953550.9494265378,1947127.0184057788
560,202201,4호선,창동,1521,13,12963,2468,31780,10580,77456,14099,71356,34472,44981,27483,35714,26716,34095,27532,37284,32576,37502,37981,35322,42042,38235,45250,40972,49084,43495,57942,42322,85210,23220,71332,20572,41816,21314,50446,8368,29760,2509,11349,147,1895,0,0,3,0,0,0,412.0,37.653166,127.047731,2022,960105.6015490795,1961615.370669736
561,202101,4호선,창동,1283,8,13284,2764,28830,10217,74272,13131,66450,31954,41406,23472,30162,21153,28641,23445,30134,27669,31614,31897,30875,35243,32608,37452,33882,42792,34160,50334,35034,78744,19467,70369,19176,40649,16424,41855,5577,21620,1768,8682,77,1317,0,0,0,0,0,0,412.0,37.653166,127.047731,2021,960105.6015490795,1961615.370669736
562,202001,4호선,창동,1279,55,16264,2338,34793,12524,94913,16460,84783,39628,56633,36783,45151,32860,43967,32035,48069,38889,47816,44024,44688,48041,46266,53588,49358,58485,50971,67111,53935,95026,30000,95912,23755,58057,22475,50912,19171,47096,9295,34137,1513,13075,8,102,0,0,0,0,412.0,37.653166,127.047731,2020,960105.6015490795,1961615.370669736
563,201901,4호선,창동,1883,80,16224,3022,39387,11463,108209,17633,96512,40811,61085,37867,47721,33731,46598,32722,50656,38733,49621,45288,45476,49149,46715,53344,48596,59032,52482,70304,56642,101898,31634,105573,23790,65882,22841,55843,20080,53084,10169,38524,1503,14120,0,46,0,0,0,0,412.0,37.653166,127.047731,2019,960105.6015490795,1961615.370669736
564,201801,4호선,창동,1890,75,15408,3274,41851,11106,110946,16347,95740,40822,60838,37915,45741,32057,43765,31043,47694,35595,47643,42451,43121,45348,44507,50107,44278,56799,49864,67278,55327,101213,31641,105902,23633,68872,22103,58805,19224,54619,10132,39974,1563,14032,1,24,0,0,0,0,412.0,37.653166,127.047731,2018,960105.6015490795,1961615.370669736
565,202201,4호선,총신대입구,96,3,4678,920,13160,7664,38971,13723,52191,39373,32583,28806,24229,22572,23621,22690,26909,25372,27770,28345,27116,29630,27542,33524,28419,38775,32751,47199,38662,66926,22947,41446,22760,23193,26156,30398,7777,14241,1552,5759,0,47,0,0,0,0,0,0,432.0,37.486263,126.981989,2022,954204.4193790545,1943128.292214634
566,202101,4호선,총신대입구,54,2,5112,897,12600,9132,36387,13197,48101,34783,27538,28616,19552,19615,19462,18613,21291,20613,23090,22691,23194,25065,23498,27916,24952,31496,28902,40029,35895,59477,20500,39779,21728,21848,19359,25383,5326,10597,1271,4999,0,40,0,0,0,0,0,0,432.0,37.486263,126.981989,2021,954204.4193790545,1943128.292214634
567,202001,4호선,총신대입구,51,5,6148,1041,15427,10487,44415,15065,65155,44097,39987,36986,29934,27839,31504,27201,33203,31798,34699,35494,34359,36611,35139,40506,36304,47882,39483,55863,48136,84490,29710,62317,27345,33878,25984,30419,21839,27455,12224,16887,1893,4914,11,243,0,1,0,0,432.0,37.486263,126.981989,2020,954204.4193790545,1943128.292214634
568,201901,4호선,총신대입구,70,1,6576,1087,17376,9363,49720,16854,71913,50946,44543,39602,33104,29258,33923,28749,35537,32889,37307,37085,35537,38363,36178,43040,36307,50207,41133,59315,53074,92748,33999,71540,28575,38512,26598,35060,23777,31574,12801,19567,1959,5345,1,153,0,0,0,0,432.0,37.486263,126.981989,2019,954204.4193790545,1943128.292214634
569,201801,4호선,총신대입구,72,28,6325,845,18119,10213,50990,15891,72356,49758,42170,40035,30498,28256,30684,27436,32852,31360,35255,35045,34011,36958,35831,40951,33739,48796,37673,56799,50349,89058,32499,74964,28897,39207,27238,35321,24630,32226,13243,20001,1856,5451,0,153,0,0,0,0,432.0,37.486263,126.981989,2018,954204.4193790545,1943128.292214634
570,202201,4호선,충무로,84,4,2233,2601,3399,17369,6878,45107,11267,149747,12011,87654,12416,41876,16986,32686,19706,30453,24771,30108,30251,27487,35226,24735,44274,24479,73256,27003,125554,28207,56531,14979,47095,8346,54015,11461,16045,5597,4440,2691,2,180,0,0,0,0,0,0,423.0,37.561243,126.99428,2022,955335.7550944622,1951440.9816403808
571,202101,4호선,충무로,32,3,1973,2413,3229,14975,5773,46011,10071,148161,10193,86197,10327,39705,12881,27938,15843,24681,19580,25595,25005,22857,30154,19050,38056,18393,66893,18967,125589,20315,60000,11893,43511,6463,40554,8072,13482,3627,3554,2050,4,205,1,2,1,0,0,0,423.0,37.561243,126.99428,2021,955335.7550944622,1951440.9816403808
572,202001,4호선,충무로,79,9,3422,2702,4832,17925,9655,48222,15815,184545,19599,108304,21733,54654,26041,46862,30551,45384,37798,47771,43710,43002,50731,37077,58729,36176,88502,40549,155547,44764,82430,29866,56267,17328,54941,15719,43533,14612,22312,10947,4475,3627,13,141,0,0,0,0,423.0,37.561243,126.99428,2020,955335.7550944622,1951440.9816403808
573,201901,4호선,충무로,92,1,3599,3058,5256,18750,10424,54496,17194,210183,21237,122384,23835,62054,28426,52506,33101,48680,39879,50961,46122,46069,51729,39298,60519,38187,93551,42189,174010,48349,96815,33544,61834,18134,61924,16058,49087,15636,25121,11256,4785,3768,2,155,0,0,0,0,423.0,37.561243,126.99428,2019,955335.7550944622,1951440.9816403808
574,201801,4호선,충무로,81,4,3318,3170,5520,19922,10136,59764,18114,219272,21090,126487,23190,63275,29098,50334,33246,46016,39551,51125,45053,46556,51624,39049,61031,36985,88928,40055,176793,44955,103175,32328,65054,17967,61575,16498,50157,14520,25058,10489,4826,3471,3,111,0,0,0,0,423.0,37.561243,126.99428,2018,955335.7550944622,1951440.9816403808
575,202201,4호선,한성대입구,64,1,5968,907,10670,4946,25530,10933,34277,23439,23393,22094,17039,14201,17036,14161,19654,14797,19600,17028,18834,16088,19379,17617,24121,19994,25221,25414,24886,33208,13047,27221,12057,17634,12899,23310,5707,13590,1404,5482,2,1393,1,1,0,0,0,0,419.0,37.588458,127.006221,2022,956406.2367691043,1954454.745330023
576,202101,4호선,한성대입구,53,4,5418,1007,9607,5138,24268,11145,30365,21273,20057,18517,14007,11602,14104,11149,15576,12696,15818,13942,15716,14023,16345,15218,20655,17877,22075,22796,23398,31998,12125,25875,10606,16048,10582,19046,4126,9159,1282,4668,3,1086,0,0,0,0,0,0,419.0,37.588458,127.006221,2021,956406.2367691043,1954454.745330023
577,202001,4호선,한성대입구,37,3,6771,1134,11997,6298,30629,12206,41314,25944,28661,24904,21560,17710,22060,17116,23996,19869,24950,20298,23426,20073,24547,22132,26300,24083,30642,29751,33237,38811,18446,34054,14371,21551,13483,19740,11012,20667,5399,13528,889,8684,7,867,0,39,0,0,419.0,37.588458,127.006221,2020,956406.2367691043,1954454.745330023
578,201901,4호선,한성대입구,40,2,7486,1117,13377,6826,33607,13203,47378,30230,31863,29034,23564,18387,23392,18192,26134,20137,27410,21905,25098,21267,25295,23704,27711,25516,33441,32011,36258,41632,20627,37989,15336,24046,15193,21778,12793,24200,6005,15569,950,9462,2,860,0,0,0,0,419.0,37.588458,127.006221,2019,956406.2367691043,1954454.745330023
579,201801,4호선,한성대입구,122,17,7379,1284,14094,6519,35646,13126,48968,31684,31078,28882,22343,18232,22712,17073,25276,19568,26802,21726,24865,20866,24639,22813,27928,24949,32429,31470,36300,40375,20489,39219,15283,24866,15739,22503,12252,23982,6119,15711,972,9504,2,1365,0,0,0,0,419.0,37.588458,127.006221,2018,956406.2367691043,1954454.745330023
580,202201,4호선,혜화,23,0,2510,2300,6461,19704,15170,40244,18299,102077,21502,71793,28697,52341,32199,47038,32660,60935,34105,77051,44730,70309,60525,53023,74883,50865,94240,55065,105261,56718,59616,40309,75315,14217,98295,20686,41732,11077,6312,4452,0,130,0,0,0,0,0,0,420.0,37.582336,127.001844,2022,956016.2045109435,1953777.5784698534
581,202101,4호선,혜화,28,1,2149,2285,5259,17915,13169,38665,17539,94493,19241,62826,24229,42466,27488,31674,26015,37863,26808,48745,36006,45421,46481,34603,56081,31143,74192,34567,94641,39114,46520,28608,46986,12426,48672,16351,24510,8117,5020,3842,1,200,0,0,0,0,0,0,420.0,37.582336,127.001844,2021,956016.2045109435,1953777.5784698534
582,202001,4호선,혜화,13,0,3827,2210,7226,18668,17427,40339,22622,120533,25939,88656,32364,69699,39331,69077,43271,85346,49147,107874,58853,91741,78903,74525,97873,76087,118549,80503,136620,94550,84330,72312,80771,26249,102041,22214,105921,20895,39497,13970,5379,5065,32,137,0,0,0,0,420.0,37.582336,127.001844,2020,956016.2045109435,1953777.5784698534
583,201901,4호선,혜화,23,0,4014,2393,8206,20510,17800,45378,27065,137687,28566,104774,36179,80329,43259,75218,50359,89478,57963,111553,65560,100594,83485,83802,102151,82602,128118,87799,152103,105180,94210,82702,88240,29397,111760,24490,117748,22803,45246,15003,6016,5798,1,1,0,0,0,0,420.0,37.582336,127.001844,2019,956016.2045109435,1953777.5784698534
584,201801,4호선,혜화,19,2,4029,2631,8357,20765,18162,46992,27765,132338,27903,101641,34951,79311,42145,71648,47408,85698,54972,110093,61890,99157,80671,81961,96786,80821,124371,86089,149910,106036,94719,87508,87315,30622,111039,24608,124811,21213,47654,14628,6042,5538,0,124,0,1,0,0,420.0,37.582336,127.001844,2018,956016.2045109435,1953777.5784698534
585,202201,4호선,회현,35,2,1517,722,2666,17331,4172,42866,6835,112912,7519,83313,10981,65589,19597,52156,26613,44209,32995,40335,42133,37789,50601,31776,66565,24080,82592,20039,106366,18002,43704,9762,46117,5537,25367,7253,6944,3285,1601,1226,0,179,0,0,0,0,0,0,425.0,37.558514,126.978246,2022,953917.9714392022,1951145.9534640682
